"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Picture/02_2.02_2","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Picture/01_2.01_2","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/wood_001.wood_001","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/stone_mittel.stone_mittel","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/stone.stone","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/metal_001.metal_001","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/metal.metal","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/Floor_stone__.Floor_stone__","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/Floor_stone_mittel.Floor_stone_mittel","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/Floor_stone_dark.Floor_stone_dark","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/fire.fire","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","4","1","0.000000","0","0"
"/Game/Characters/Walking/Beta_Joints_MAT1.Beta_Joints_MAT1","0","0","26","1","0.000000","0","0"
"/Game/Characters/Walking/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","0","0","26","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","26","1","0.000000","0","0"
"/Game/Characters/Asset/Beta_Joints_MAT1.Beta_Joints_MAT1","0","0","26","1","0.000000","0","0"
"/Game/Characters/Asset/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","0","0","26","1","0.000000","0","0"
"/Game/Characters/pumpkin/1texture_007.1texture_007","0","0","14","1","0.000000","0","0"
"/Game/Characters/Idle/Beta_Joints_MAT1.Beta_Joints_MAT1","0","0","26","1","0.000000","0","0"
"/Game/Characters/Idle/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","0","0","26","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/angka-mtl.angka-mtl","0","0","14","1","0.000000","0","0"
"/Game/baru-j/pressure-door/mamam.mamam","0","0","35","1","0.000000","0","0"
"/Game/baru-j/landmine/initialShadingGroup.initialShadingGroup","0","0","14","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/layar-mtl.layar-mtl","0","0","14","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/glow-m.glow-m","0","0","14","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/glow-h.glow-h","0","0","14","1","0.000000","0","0"
"/Game/baru-a/_defaultMat._defaultMat","0","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Table/PaperM.PaperM","0","0","14","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EditorMaterials/GridMaterial.GridMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/xx_Mat1.xx_Mat1","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/xx_Mat.xx_Mat","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/shield_Mat1.shield_Mat1","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Hint/PicM.PicM","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Hint/PicgM.PicgM","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/shield_Mat.shield_Mat","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/heart_Mat1.heart_Mat1","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/heart_Mat.heart_Mat","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/arrow_Mat1.arrow_Mat1","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Symbol/arrow_Mat.arrow_Mat","0","0","18","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Picture/ck_relief_3.ck_relief_3","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Hint/FrameM.FrameM","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Hint/PicYM.PicYM","0","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Hint/BasePicM.BasePicM","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","54","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/baru-j/landmine/landmine_Albedo_Mat.landmine_Albedo_Mat","0","0","14","1","0.000000","0","0"
"/Game/Characters/chara2/Ch29_Body.Ch29_Body","0","0","36","1","0.000000","0","0"
"/Game/Characters/chara/Ch03_Body.Ch03_Body","0","0","26","1","0.000000","0","0"
"/Game/baru-j/landmine/landmine_Roughness_Mat.landmine_Roughness_Mat","0","0","14","1","0.000000","0","0"
"/Game/baru-j/landmine/landmine_Metallic_Mat.landmine_Metallic_Mat","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/baru-j/crate_box_/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/baru-a/stoneLight.stoneLight","0","0","14","1","0.000000","0","0"
"/Game/baru-a/stoneDark.stoneDark","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","20","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Table/aiStandardSurface2.aiStandardSurface2","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Candle/Material/Master_Material.Master_Material","49","0","28","2","0.000000","0","42"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Picture/02_2.02_2","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/LightPuzzle/Picture/01_2.01_2","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/wood_001.wood_001","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/stone_mittel.stone_mittel","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/stone.stone","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/metal_001.metal_001","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/metal.metal","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/Floor_stone__.Floor_stone__","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/Floor_stone_mittel.Floor_stone_mittel","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/Floor_stone_dark.Floor_stone_dark","49","0","14","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Dungeon2/fire.fire","49","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","0","4","1","0.000000","0","0"
"/Game/Characters/Walking/Beta_Joints_MAT1.Beta_Joints_MAT1","49","0","26","1","0.000000","0","0"
"/Game/Characters/Walking/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","49","0","26","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Game/Characters/Asset/Beta_Joints_MAT1.Beta_Joints_MAT1","49","0","26","1","0.000000","0","0"
"/Game/Characters/Asset/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","49","0","26","1","0.000000","0","0"
"/Game/Characters/pumpkin/1texture_007.1texture_007","49","0","14","1","0.000000","0","0"
"/Game/Characters/Idle/Beta_Joints_MAT1.Beta_Joints_MAT1","49","0","26","1","0.000000","0","0"
"/Game/Characters/Idle/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","49","0","26","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/angka-mtl.angka-mtl","49","0","14","1","0.000000","0","0"
"/Game/baru-j/pressure-door/mamam.mamam","49","0","35","1","0.000000","0","0"
"/Game/baru-j/landmine/initialShadingGroup.initialShadingGroup","49","0","14","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/layar-mtl.layar-mtl","49","0","14","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/glow-m.glow-m","49","0","14","1","0.000000","0","0"
"/Game/baru-j/KEYPAD-fix/glow-h.glow-h","49","0","14","1","0.000000","0","0"
"/Game/baru-a/_defaultMat._defaultMat","49","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","49","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/Interaction/SymbolPuzzle/Table/PaperM.PaperM","49","0","14","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","0","23","1","0.000000","0","0"
